"","MSZoning","Street","LandContour","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","GarageType","SaleType","SaleCondition","Alley","Fence","MiscFeature","Quarter","LotShape","Utilities","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","OverallQual","OverallCond","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"883","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","BuiltIn","WD","Normal","N/A","MnPrv","N/A","IV","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","5",60,70.0499583680267,9636,0,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,342,40,0,0,0,0,0,2009,16,17,16
"884","RL","Pave","Bnk","Inside","SWISU","Norm","Norm","1Fam","2.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","Detchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","Gd","TA","TA","Fa","No","Unf","Unf","TA","N","SBrkr","TA","Typ",NA,"Unf","TA","Gd","Y",NA,"4","5",75,60,6204,0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,2006,9,94,56
"885","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","GdWo","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"5","5",20,65,7150,60,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,2009,42,42,42
"886","FV","Pave","Lvl","CulDSac","Somerst","Norm","Norm","TwnhsE","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Attchd","CWD","Abnorml","N/A","N/A","N/A","I","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"9","5",120,50,5119,60,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,2008,9,9,8
"887","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Attchd","WD","Family","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","LwQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,"Fin","TA","TA","Y",NA,"5","5",90,70,8393,122,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,2006,1,47,1
"888","RL","Pave","Lvl","Inside","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","Gd","TA","TA","No","Unf","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",50,59,16466,0,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,2008,53,53,53
"889","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Flat","Tar&Grv","Wd Sdng","Wd Sdng","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Mod","Gd","Gd","TA","Gd","Gd","ALQ","Rec","Ex","Y","SBrkr","Gd","Typ","TA","Unf","TA","TA","Y",NA,"8","6",20,95,15865,0,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,81,207,0,0,224,0,0,2007,37,37,37
"890","RL","Pave","Lvl","Inside","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Ex","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","4",20,128,12160,90,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,0,0,0,162,0,0,0,2009,56,56,56
"891","RL","Pave","Lvl","Corner","NAmes","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","Shed","III","Reg","AllPub","Gtl","TA","Gd","TA","TA","Mn","Unf","Unf","Ex","Y","SBrkr","TA","Typ","Po","Unf","TA","TA","Y",NA,"5","7",50,60,8064,0,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,2007,4,58,1
"892","RL","Pave","Lvl","Inside","Sawyer","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","LwQ","Rec","Gd","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","5",60,70,11184,92,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,2009,31,31,31
"893","RL","Pave","Lvl","Inside","Sawyer","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","GLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"6","8",20,70,8414,0,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2006,43,43,3
"894","RL","Pave","Lvl","Inside","Sawyer","PosN","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Plywood","None","PConc","GasA","Attchd","WD","Normal","N/A","GdPrv","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","Mn","BLQ","Unf","TA","Y","SBrkr","TA","Typ","Gd","Unf","TA","TA","Y",NA,"5","5",20,70.0499583680267,13284,0,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,0,0,2008,54,54,54
"895","RL","Pave","Bnk","Inside","SawyerW","Norm","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","None","Slab","GasA","Attchd","WD","Alloca","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA",NA,NA,NA,NA,NA,"TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,64,7018,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,2009,30,30,30
"896","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","5",60,71,7056,415,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,2008,45,45,45
"897","RM","Pave","Lvl","Inside","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil","GasA","Detchd","WD","Abnorml","Grvl","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Ex","N","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","6",30,50,8765,0,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,0,28,0,0,0,0,0,2006,70,70,56
"898","RL","Pave","Lvl","Inside","SawyerW","Feedr","Norm","Duplex","2Story","Gable","CompShg","Plywood","Plywood","None","Slab","GasA","Detchd","WD","Alloca","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA",NA,NA,NA,NA,NA,"TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,64,7018,0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,2009,30,30,30
"899","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","I","IR1","AllPub","Gtl","Ex","TA","Ex","TA","Gd","GLQ","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","Fin","TA","TA","Y",NA,"9","5",20,100,12919,760,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,0,67,0,0,0,0,0,2010,1,1,0
"900","RL","Pave","Lvl","Inside","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ","TA","Unf","TA","TA","Y",NA,"5","7",20,65,6993,0,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,2006,45,45,12
"901","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","6",20,70.0499583680267,7340,0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,2007,28,36,36
"902","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","Gd","TA","TA","Mn","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,64,8712,0,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,2009,41,52,9
"903","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"7","5",60,63,7875,0,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,2006,3,3,3
"904","RL","Pave","HLS","CulDSac","Gilbert","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"7","5",20,50,14859,27,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,2006,0,0,0
"905","RL","Pave","Lvl","Inside","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","GLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","6",20,70.0499583680267,6173,75,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,0,0,2007,40,40,40
"906","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","Stone","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","LwQ","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"5","5",20,80,9920,110,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2010,56,56,56
"907","RL","Pave","Lvl","Corner","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",20,116,13501,208,63,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,2007,1,1,1
"908","RL","Pave","Lvl","Inside","Crawfor","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","BrkFace","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","Rec","Unf","Gd","Y","SBrkr","Gd","Typ","Gd","Fin","Fa","TA","Y",NA,"7","7",50,86,11500,0,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,0,0,0,0,322,0,0,2006,70,70,19
"909","RL","Pave","Low","Inside","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","II","IR1","AllPub","Mod","TA","TA","Gd","TA","Av","BLQ","ALQ","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",20,70.0499583680267,8885,0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,164,0,0,0,0,0,0,2006,23,23,23
"910","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR2","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"6","5",60,149,12589,0,0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,0,0,2009,4,4,4
"911","RL","Pave","Lvl","Corner","NAmes","Feedr","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","TA","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,80,11600,361,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,2010,50,50,50
"912","RL","Pave","Lvl","CulDSac","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Mod","TA","TA","Gd","Gd","Av","ALQ","Unf","TA","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,70.0499583680267,9286,0,196,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,2009,31,32,20
"913","RM","Pave","Lvl","Inside","BrkSide","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","Detchd","WD","Abnorml","N/A","MnPrv","Shed","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","TA","N","SBrkr","TA","Min1",NA,"Unf","TA","TA","Y",NA,"5","7",30,51,6120,0,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,2006,81,81,56
"914","RH","Pave","HLS","Inside","Crawfor","Norm","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","2Types","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","N","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","6",90,82,6270,0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,2007,58,58,57
"915","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Detchd","New","Partial","Pave","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",160,30,3000,76,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,2009,0,0,0
"916","RM","Pave","Lvl","Inside","MeadowV","Norm","Norm","Twnhs","2Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Fa","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","5",160,21,2001,80,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,2007,37,37,37
"917","C (all)","Pave","Lvl","Inside","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","AsbShng","AsbShng","None","CBlock","GasA","Detchd","WD","Abnorml","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","Av","BLQ","Unf","TA","N","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"2","3",20,50,9000,0,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,2006,48,57,56
"918","RL","Pave","Lvl","Inside","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Ex","Y","FuseA","TA","Typ",NA,"RFn","TA","TA","Y",NA,"4","6",20,70.0499583680267,17140,0,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,2009,53,53,53
"919","RL","Pave","Lvl","Corner","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Attchd","WD","Normal","N/A","GdPrv","N/A","IV","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Mn","BLQ","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"7","5",60,103,13125,0,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,2007,16,16,16
"920","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Ex","TA","Gd","TA","No","ALQ","BLQ","Ex","Y","SBrkr","TA","Min1","TA","Unf","TA","TA","Y",NA,"6","8",20,87,11029,0,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,0,0,2008,18,50,6
"921","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","Gd","Gd","Gd","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",60,70,8462,105,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,2007,13,13,13
"922","RL","Pave","Lvl","Inside","Edwards","Feedr","Norm","Duplex","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","N/A","WD","Normal","N/A","GdPrv","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Gd","Y","SBrkr","TA","Typ",NA,NA,NA,NA,"N",NA,"5","7",90,67,8777,0,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,2008,29.4938361131256,108,5
"923","RL","Pave","Lvl","Inside","Gilbert","RRAn","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"6","5",20,65,10237,0,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,2006,1,1,0
"924","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","Plywood","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","LwQ","GLQ","Ex","Y","SBrkr","Gd","Typ","Fa","RFn","TA","TA","Y",NA,"6","5",120,50,8012,0,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,2008,15,15,14
"925","RL","Pave","Lvl","Inside","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Gd","Gd","TA","No","BLQ","LwQ","TA","Y","SBrkr","TA","Typ","TA","Unf","TA","TA","Y",NA,"6","6",20,79,10240,157,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,2006,26,26,26
"926","RL","Pave","Lvl","Corner","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Abnorml","N/A","N/A","N/A","I","IR1","AllPub","Gtl","TA","TA","Gd","TA","Av","ALQ","LwQ","TA","Y","SBrkr","Ex","Typ",NA,"RFn","TA","TA","Y",NA,"5","6",20,70.0499583680267,15611,0,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,2008,31,31,31
"927","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","Fin","TA","TA","Y",NA,"8","5",60,93,11999,340,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,2007,4,4,3
"928","RL","Pave","Lvl","Inside","NWAmes","Feedr","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","GdPrv","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Gd","Y","SBrkr","TA","Typ","Gd","RFn","TA","TA","Y",NA,"7","5",60,70.0499583680267,9900,342,552,0,280,832,1098,880,0,1978,0,0,2,1,4,1,9,1,2,486,0,43,0,0,0,0,0,2008,40,40,40
"929","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","Unf","Unf","Ex","Y","SBrkr","Ex","Typ","TA","RFn","TA","TA","Y",NA,"8","5",20,70.0499583680267,11838,0,0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,202,151,0,0,0,0,0,2009,8,8,8
"930","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Gd","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"7","5",60,70.0499583680267,13006,285,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,2006,9,9,9
"931","RL","Pave","HLS","Inside","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Fin","TA","TA","Y",NA,"8","5",20,73,8925,0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,0,0,2009,2,2,2
"932","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","GdWo","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Rec","Ex","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","6",20,70,9100,0,338,466,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1,429,0,0,0,0,0,0,0,2009,44,44,44
"933","RL","Pave","Lvl","Corner","Somerst","RRNn","Norm","1Fam","1Story","Hip","CompShg","VinylSd","ImStucc","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","IR1","AllPub","Gtl","Ex","TA","Ex","Gd","No","Unf","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","Fin","TA","TA","Y",NA,"9","5",20,84,11670,302,0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,0,191,0,0,0,0,0,2007,1,1,1
"934","RL","Pave","Lvl","FR2","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",20,63,8487,210,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,2009,5,5,5
