"","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"364",30,60,10200,0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1,240,168,0,0,0,0,0,0,2008,68,68,11
"365",60,134,19378,456,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2,576,239,132,0,168,0,0,0,2006,0,1,0
"366",120,70.0499583680267,3196,40,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,2,400,143,20,0,0,0,0,0,2006,3,3,3
"367",120,70.0499583680267,3696,0,0,0,1074,1074,1088,0,0,1088,0,0,1,1,2,1,5,0,2,461,0,74,137,0,0,0,0,2007,20,21,21
"368",20,72,8640,72,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2,552,135,112,0,0,0,0,0,2009,0,0,0
"369",20,75,7875,136,572,0,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,2,456,0,0,0,0,0,0,0,2008,47,47,47
"370",120,70.0499583680267,4438,205,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,2008,4,4,4
"371",90,55,12640,0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,2,574,40,0,0,0,0,0,0,2006,30,30,30
"372",80,76,9880,0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1,358,203,0,0,0,0,576,0,2008,31,31,31
"373",20,80,8892,66,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,2007,33,47,47
"374",90,70,9100,336,1332,0,396,1728,1728,0,0,1728,1,0,2,0,6,2,10,0,2,504,0,0,0,0,0,0,0,2006,43,43,43
"375",20,70.0499583680267,8125,295,986,0,668,1654,1654,0,0,1654,1,0,2,0,3,1,6,0,3,900,0,136,0,0,0,0,0,2006,4,4,4
"376",50,75,12508,0,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,245,0,156,0,0,0,1300,2008,19,68,23
"377",20,60,8070,0,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,2007,28.4938361131256,13,12
"378",70,60,6882,0,0,0,684,684,773,582,0,1355,0,0,1,1,3,1,7,0,0,0,136,0,115,0,0,0,0,2007,28.4938361131256,93,1
"379",50,60,8064,0,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,2007,4,58,1
"380",60,65,12257,513,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,2007,12,12,12
"381",20,100,17500,0,1406,0,496,1902,1902,0,0,1902,1,0,2,0,3,1,7,2,2,567,0,207,162,0,0,0,0,2010,51,51,8
"382",50,71,8520,0,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2,720,0,0,0,0,0,0,0,2010,10,58,58
"383",20,74,8892,0,0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,2,414,196,0,150,0,0,0,0,2008,55,55,12
"384",70,60,9550,0,216,0,540,756,961,756,0,1717,1,0,1,0,3,1,7,1,3,642,0,35,272,0,0,0,0,2006,8,91,36
"385",20,63,13072,0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2,484,0,0,0,0,0,0,0,2006,1,1,1
"386",20,70,9135,120,340,0,1342,1682,1700,0,0,1700,1,0,2,0,3,1,7,0,2,544,192,23,0,0,0,0,0,2006,3,3,3
"387",20,70,13300,0,377,0,551,928,928,0,0,928,0,0,1,0,2,1,4,0,1,252,261,0,156,0,0,0,0,2007,51,51,7
"388",20,99,11851,0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,2009,19,19,19
"389",160,24,2572,0,604,0,92,696,696,720,0,1416,1,0,2,1,3,1,6,0,2,484,0,44,0,0,0,0,0,2010,11,11,11
"390",60,70.0499583680267,8063,0,0,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,2,463,100,48,0,0,0,0,0,2007,7,7,7
"391",20,78,12090,210,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,2008,27,27,27
"392",20,50,9000,0,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,2006,48,57,56
"393",60,70.0499583680267,16545,731,781,0,503,1284,1310,1140,0,2450,1,0,2,1,3,1,7,1,3,1069,0,126,0,0,0,0,0,2009,11,11,11
"394",60,78,12011,530,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,2,592,208,75,0,0,374,0,0,2006,8,8,8
"395",50,70.0499583680267,11275,480,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,2,432,0,0,19,0,0,0,0,2007,30,75,57
"396",20,60,8190,0,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1,280,0,36,0,0,0,0,0,2007,51,53,53
"397",20,80,11040,144,656,0,602,1258,1258,0,0,1258,0,1,2,0,3,1,5,0,2,528,55,0,0,216,0,0,0,2008,37,37,4
"398",60,72,7226,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,595,0,45,0,0,0,0,0,2008,5,5,5
"399",60,70.0499583680267,12394,0,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2,433,100,48,0,0,0,0,0,2007,4,4,4
"400",20,70.0499583680267,17140,0,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,2009,53,53,53
"401",20,70.0499583680267,15611,0,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,2008,31,31,31
"402",30,40,4800,0,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,2007,50,91,17
"403",20,68,9717,0,49,1029,0,1078,1078,0,0,1078,1,0,1,0,2,1,5,0,1,240,366,0,112,0,0,0,0,2010,60,60,14
"404",20,79,10637,336,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,2009,2,2,1
"405",50,50,7585,0,0,0,810,810,1002,454,0,1456,1,1,1,0,4,1,7,1,1,280,0,0,0,0,0,0,0,2006,52,58,56
"406",20,150,215245,0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,2009,44,44,44
"407",60,65,8450,196,706,0,150,856,856,854,0,1710,1,0,2,1,3,1,8,0,2,548,0,61,0,0,0,0,0,2008,5,5,5
"408",20,70.0499583680267,8750,76,828,0,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,2,902,0,0,0,0,0,0,0,2009,36,39,39
"409",20,70,7535,0,111,279,522,912,912,0,0,912,0,1,1,0,2,1,5,0,1,297,12,285,0,0,0,0,480,2007,49,49,22
"410",20,100,12000,0,144,608,172,924,1122,0,0,1122,1,0,1,0,2,1,6,0,2,528,0,36,0,0,0,0,0,2008,60,60,3
"411",20,70,7560,0,369,0,671,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1,286,140,0,252,0,0,0,0,2006,47,47,47
"412",20,107,11362,42,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,3,862,125,185,0,0,0,0,0,2009,5,5,4
"413",20,68,9571,0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,2010,54,54,54
"414",60,85,11475,0,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2006,31,31,31
"415",60,68,8846,0,0,0,750,750,750,750,0,1500,0,0,2,1,3,1,6,0,2,564,0,35,0,0,0,0,0,2006,1,1,0
"416",60,65,9018,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,400,100,24,0,0,0,0,0,2007,0,0,0
"417",75,87,18386,0,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,2008,5,128,6
"418",20,70.0499583680267,15870,0,75,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,1,299,240,32,0,0,0,0,0,2006,37,37,37
"419",20,69,7599,0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,0,0,2007,20,25,1
"420",60,62,7917,0,0,0,953,953,953,694,0,1647,0,0,2,1,3,1,7,1,2,460,0,40,0,0,0,0,0,2007,8,8,7
"421",60,70.0499583680267,10364,0,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,2007,12,12,11
"422",60,98,12203,975,854,0,371,1225,1276,1336,0,2612,1,0,2,1,4,1,8,1,3,676,250,0,0,0,0,0,0,2009,11,11,10
"423",50,40,4400,0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,2,440,0,0,0,0,0,0,0,2006,16,86,56
"424",180,21,1477,0,509,0,121,630,630,0,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,0,0,2009,39,39,39
"425",190,62,10106,0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,0,0,140,0,0,0,0,0,0,2008,29.4938361131256,68,9
"426",80,101,9150,305,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1,296,64,110,0,0,0,0,0,2008,46,46,46
"427",180,35,3675,82,547,0,0,547,1072,0,0,1072,1,0,2,0,2,1,5,0,2,525,0,44,0,0,0,0,0,2006,1,1,0
"428",20,78,10140,99,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,2,484,265,0,0,0,0,648,0,2006,32,32,7
"429",50,60,10800,0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,0,0,196,0,0,0,1200,2010,49,95,60
"430",20,57,9245,0,686,0,304,990,990,0,0,990,0,1,1,0,3,1,5,0,2,672,0,0,0,0,0,0,0,2008,12,14,13
"431",60,70.0499583680267,14762,0,0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,2,672,120,144,0,0,0,0,0,2006,27,58,56
"432",40,60,12144,0,375,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1,288,0,28,0,0,0,0,0,2009,60,60,59
"433",60,60,3378,0,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1,240,0,0,126,0,0,0,0,2009,62,63,17
"434",50,70.0499583680267,7015,161,185,0,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,1,352,0,0,248,0,0,0,0,2009,59,59,59
"435",50,60,8400,0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,2,576,342,0,128,0,0,0,0,2008,83,83,58
"436",60,58,14054,0,0,0,879,879,879,984,0,1863,0,0,2,1,4,1,9,1,3,660,100,17,0,0,0,0,0,2006,0,0,0
"437",20,73,11883,196,690,0,814,1504,1504,0,0,1504,1,0,2,0,3,1,6,1,2,478,115,66,0,0,0,0,0,2009,13,13,13
"438",20,70.0499583680267,17600,30,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,2009,49,49,49
"439",20,60,7200,0,0,0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,1,392,0,0,0,0,0,0,0,2010,43,55,3
"440",90,63,9297,0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,2,560,0,0,0,0,0,0,0,2006,30,30,30
"441",20,72,10152,120,586,0,462,1048,1048,0,0,1048,1,0,1,0,3,1,6,0,1,286,0,20,0,0,192,0,0,2007,51,51,51
"442",20,74,8556,0,0,0,1240,1240,1240,0,0,1240,0,0,2,0,2,1,5,0,3,826,140,93,0,0,0,0,0,2007,1,1,1
"443",20,76,9591,262,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,3,856,0,26,0,0,170,0,0,2009,5,5,4
"444",160,24,2645,456,0,0,776,776,764,677,0,1441,0,0,2,1,2,1,5,0,2,492,206,0,0,0,0,0,0,2007,8,8,7
"445",80,60,7134,0,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,0,0,2007,45,52,52
"446",30,70.0499583680267,8854,0,0,0,952,952,952,0,0,952,0,0,1,0,2,1,4,1,1,192,0,98,0,0,40,0,0,2009,93,93,59
"447",20,134,17755,132,176,0,1290,1466,1466,0,0,1466,0,0,1,1,3,1,6,2,2,528,0,140,0,0,100,0,0,2006,47,47,47
"448",20,85,10200,104,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,2010,21,56,7
"449",60,83,10005,299,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,2,505,288,117,0,0,0,0,0,2008,31,31,31
"450",20,70,7560,0,504,0,525,1029,1339,0,0,1339,0,0,1,0,3,1,6,0,1,294,0,0,0,0,0,0,0,2009,51,51,44
"451",20,84,12615,0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,2,576,0,29,39,0,0,0,0,2007,57,57,6
"452",20,80,9600,0,1104,0,1420,2524,2524,0,0,2524,1,0,2,1,4,1,9,1,2,542,474,120,0,0,0,0,0,2009,28,28,28
"453",70,61,7259,0,774,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1,180,224,0,0,0,0,0,0,2007,62,62,5
"454",20,75,11957,53,24,0,1550,1574,1574,0,0,1574,0,0,2,0,3,1,7,1,3,824,144,104,0,0,0,0,0,2008,2,2,2
"455",20,57,9764,0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,2,450,0,0,0,0,0,0,0,2008,41,41,5
"456",50,50,6000,0,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1,280,45,0,0,0,0,0,0,2009,70,70,59
"457",120,34,4058,182,584,139,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1,367,120,40,0,0,0,0,0,2007,9,9,9
"458",20,67,16285,0,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,0,0,2009,8,8,7
"459",60,70.0499583680267,12936,0,593,0,130,723,735,660,0,1395,0,1,1,1,3,1,6,1,2,497,294,116,0,0,0,0,0,2009,37,37,37
"460",20,63,10712,0,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,28,0,0,0,0,0,2007,28.4938361131256,16,15
"461",20,85,10628,0,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,2,526,0,0,0,0,176,0,0,2007,37,37,37
"462",60,70.0499583680267,9453,0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,2010,17,17,7
"463",20,83,10159,450,1646,0,284,1930,1940,0,0,1940,1,0,2,1,3,1,8,1,3,606,168,95,0,0,0,0,0,2010,0,1,0
"464",30,60,8520,0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,2,480,0,0,184,0,0,0,0,2007,72,84,1
"465",20,75,7500,0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1,308,0,0,220,0,0,0,0,2010,47,47,47
"466",60,86,14598,74,0,0,894,894,894,1039,0,1933,0,0,2,1,4,1,9,1,3,668,100,18,0,0,0,0,0,2008,1,1,1
"467",120,70.0499583680267,4500,425,883,0,341,1224,1224,0,0,1224,1,0,2,0,2,1,5,0,2,402,0,304,0,0,0,0,0,2009,10,10,10
"468",20,80,9920,110,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2010,56,56,56
"469",20,75,9525,0,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1,352,278,0,0,0,0,0,0,2008,9,13,2
"470",30,80,13360,0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,2009,88,88,3
"471",20,130,11457,0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,2,576,0,0,169,0,0,0,0,2009,21,21,21
"472",20,70,7931,0,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1,308,0,0,0,0,0,0,0,2008,44,48,48
"473",30,71,6900,0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,2008,42,68,53
"474",20,66,13695,0,646,0,468,1114,1114,0,0,1114,1,0,1,1,3,1,6,0,2,576,0,102,0,0,0,0,0,2008,4,4,4
"475",20,70.0499583680267,11200,85,1258,0,40,1298,1298,0,0,1298,1,0,2,0,3,1,5,1,2,403,165,26,0,0,0,0,0,2006,21,21,21
"476",70,50,10300,0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,2,480,12,11,64,0,0,0,0,2010,20,89,60
"477",120,44,4224,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,2007,31,31,31
"478",70,63,15576,0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1,308,0,0,160,0,0,0,0,2008,48,93,32
"479",60,70.0499583680267,10762,344,694,0,284,978,1005,978,0,1983,0,0,2,1,3,1,9,1,2,490,0,0,0,0,0,0,0,2009,10,10,10
"480",50,60,9600,0,0,0,572,572,572,524,0,1096,0,0,1,0,2,1,5,0,0,0,0,8,128,0,0,0,0,2008,29.4938361131256,84,58
"481",60,70.0499583680267,9375,149,0,0,1284,1284,1284,885,0,2169,0,0,2,1,3,1,7,1,2,647,192,87,0,0,0,0,0,2007,5,5,5
"482",80,85,9350,108,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,2007,43,43,16
"483",60,71,12209,0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2,560,125,192,0,0,0,0,0,2009,8,8,7
"484",60,70.0499583680267,8795,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,224,54,0,0,0,0,0,2009,9,9,9
"485",120,43,3182,16,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,2009,4,4,3
"486",45,50,6130,0,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,0,0,0,0,116,0,0,0,0,2008,29.4938361131256,84,58
"487",20,75,7862,0,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2,676,0,102,0,0,0,0,0,2009,0,0,0
"488",50,70.0499583680267,12513,0,0,0,715,715,1281,457,0,1738,0,0,2,0,4,1,7,1,1,368,55,0,0,0,0,0,0,2009,89,89,2
"489",45,60,9000,0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,2,360,0,0,91,0,0,0,0,2009,59,81,59
"490",85,70.0499583680267,7252,0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,2009,26,27,27
"491",70,54,6629,0,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1,300,147,0,0,0,0,0,0,2009,79,84,59
"492",60,79,12798,0,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,2,603,403,114,185,0,0,0,400,2008,11,11,11
"493",75,174,25419,0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,2,795,0,16,552,0,0,512,0,2006,88,88,16
"494",20,80,17400,0,936,0,190,1126,1126,0,0,1126,1,0,2,0,3,1,5,1,2,484,295,41,0,0,0,0,0,2006,29,29,29
"495",50,50,8405,0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,2008,30,108,58
"496",20,70.0499583680267,12342,0,0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,1,286,0,0,36,0,0,0,600,2007,47,47,29
"497",60,70.0499583680267,9765,68,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,2,420,232,63,0,0,0,0,480,2009,16,16,16
"498",60,65,8366,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,2008,4,4,4
"499",60,90,10800,0,956,182,384,1522,1548,1066,0,2614,0,0,2,1,4,1,9,1,2,624,38,243,0,0,0,0,0,2008,34,34,11
"500",75,60,6204,0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,2006,9,94,56
"501",90,82,11070,70,0,0,1907,1907,1959,0,0,1959,0,0,3,0,5,2,9,0,3,766,0,0,0,0,0,0,0,2006,17,18,17
"502",20,70.0499583680267,14781,178,0,0,1753,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,3,748,198,150,0,0,0,0,0,2006,5,5,4
"503",20,37,6951,0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1,264,362,0,0,0,0,0,0,2008,24,24,23
"504",190,70.0499583680267,7082,0,0,0,686,686,948,980,0,1928,0,0,2,0,5,2,10,0,0,0,0,0,228,0,0,0,0,2006,27.4938361131256,90,11
"505",80,70,10500,82,349,0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1,288,35,0,0,0,0,0,0,2007,36,36,2
"506",60,96,10542,651,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,3,983,250,154,216,0,0,0,0,2008,15,15,14
"507",20,70.0499583680267,13680,0,0,0,0,0,1733,0,0,1733,0,0,2,0,4,1,8,1,2,452,0,0,0,0,0,0,0,2009,54,54,54
"508",60,65,8125,0,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2,615,0,45,0,0,0,0,0,2006,1,1,0
"509",20,137,16492,0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,2,578,0,0,0,0,0,0,0,2010,44,44,8
"510",45,58,6380,0,0,0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,1,280,0,0,116,0,0,0,0,2006,84,84,56
"511",50,60,9060,0,204,0,356,560,698,560,0,1258,0,0,1,0,2,1,6,0,1,280,0,0,0,0,0,0,0,2009,70,70,59
"512",20,75,9000,36,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,2010,2,2,2
"513",50,50,6000,0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,2009,73,73,59
"514",120,40,6792,94,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2,474,132,35,0,0,0,0,0,2006,1,1,0
"515",120,43,3182,11,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,0,0,2009,4,4,3
"516",50,52,6240,0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,2,528,112,0,0,0,0,0,400,2006,21,72,56
"517",60,70.0499583680267,13517,289,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,2,475,0,44,0,0,0,0,0,2010,34,34,5
"518",50,59,5310,0,0,0,485,485,1001,634,0,1635,0,0,1,0,2,1,5,0,1,255,394,0,0,0,0,0,0,2006,56,96,3
"519",50,78,17503,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1,330,192,0,0,0,0,0,0,2010,62,62,60
"520",60,68,8935,95,0,0,831,831,831,829,0,1660,0,0,2,1,3,1,7,0,2,493,144,68,0,0,0,0,0,2009,7,7,7
"521",30,45,8212,0,203,0,661,864,864,0,0,864,1,0,1,0,2,1,5,0,1,200,0,0,96,0,0,0,0,2010,72,96,60
"522",160,21,1953,408,309,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,72,0,0,0,0,0,0,2006,33,33,33
"523",20,70,7420,0,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,2007,30,45,45
"524",20,91,10437,660,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,3,839,236,46,0,0,0,0,0,2008,13,13,13
"525",85,54,7244,0,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,2007,20,37,37
"526",60,85,12244,226,871,0,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,3,749,168,0,0,0,0,0,0,2008,5,5,5
"527",60,70.0499583680267,10832,0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,2,409,143,46,0,0,0,0,500,2008,14,14,12
"528",50,70.0499583680267,159000,472,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,2007,49,49,1
"529",20,60,7800,0,641,0,187,828,965,0,0,965,1,0,1,0,3,1,6,0,1,300,421,0,0,0,0,0,0,2006,27,41,41
"530",60,58,10852,0,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,2,472,0,38,0,0,0,0,0,2006,6,6,6
"531",20,80,10721,243,0,0,1252,1252,1252,0,0,1252,0,0,1,0,3,1,7,0,2,528,0,39,0,0,0,0,0,2008,48,49,49
"532",20,60,7024,0,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2,451,252,64,0,0,0,0,0,2008,3,3,3
"533",120,50,8012,0,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,2008,15,15,14
"534",90,64,7018,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,410,0,0,0,0,0,0,0,2009,30,30,30
"535",20,96,12456,230,1172,0,528,1700,1718,0,0,1718,1,0,2,0,3,1,7,1,3,786,216,48,0,0,0,0,0,2009,1,3,2
"536",20,88,13125,67,168,682,284,1134,1803,0,0,1803,1,0,2,0,3,1,8,1,2,484,0,0,0,0,0,0,0,2006,49,49,6
"537",85,70.0499583680267,7540,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,2007,29,29,29
"538",60,69,7590,288,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1,264,0,168,0,0,0,0,0,2007,45,45,45
"539",160,70.0499583680267,2665,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,0,0,2008,32,32,32
"540",60,100,13000,576,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1,509,0,72,0,0,252,0,0,2009,41,41,41
"541",20,60,7200,0,0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,2,420,0,27,0,0,0,0,0,2008,58,58,58
"542",20,70,8521,0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,2010,36,43,43
"543",190,70,7000,0,969,0,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,0,0,85,0,148,0,0,0,0,2008,29.4938361131256,98,17
"544",20,70.0499583680267,8900,0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,2,1,5,0,1,384,0,42,0,0,0,0,0,2006,40,40,40
"545",20,100,10004,180,196,345,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,2,472,0,0,0,0,152,0,0,2009,45,45,45
"546",30,52,9022,0,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1,240,316,0,120,0,0,0,0,2009,85,85,3
"547",20,98,11478,200,1218,0,486,1704,1704,0,0,1704,1,0,2,0,3,1,7,1,3,772,0,50,0,0,0,0,0,2010,2,3,2
