MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,SaleType,SaleCondition,Alley,Fence,MiscFeature
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Bnk,Inside,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,NA,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,NA,GdPrv,NA
RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Detchd,WD,Normal,Pave,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Mansard,CompShg,HdBoard,AsphShn,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Family,NA,GdPrv,NA
RL,Pave,Lvl,Corner,Crawfor,Norm,Norm,2fmCon,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Abnorml,NA,GdWo,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,CemntBd,CmentBd,None,BrkTil,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,NA,WD,Normal,Grvl,MnPrv,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Low,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasW,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdPrv,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,BuiltIn,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Attchd,Con,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Detchd,WD,Normal,Pave,NA,NA
RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Detchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Grvl,HLS,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,Shed
RL,Pave,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,Shed
RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RH,Pave,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,CBlock,GasA,CarPort,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,BrkFace,Slab,Wall,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,Gar2
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Attchd,WD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,ConLw,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,CBlock,GasA,BuiltIn,WD,Abnorml,NA,NA,NA
RL,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,Pave,NA,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,Slab,GasA,BuiltIn,ConLD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,CBlock,GasA,Basment,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,Pave,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,Pave,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RH,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,PConc,GasA,NA,WD,AdjLand,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Detchd,WD,Abnorml,NA,GdWo,NA
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,BuiltIn,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,Grvl,MnPrv,NA
RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Slab,GasA,Attchd,WD,Normal,NA,MnPrv,Shed
RL,Pave,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,NA,WD,Abnorml,NA,GdWo,NA
RL,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Abnorml,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,NA,GdPrv,NA
RL,Pave,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,BrkTil,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,CBlock,GasA,Attchd,COD,Abnorml,NA,NA,NA
RL,Pave,Bnk,Inside,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Detchd,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,BrkTil,GasW,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,AdjLand,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Alloca,NA,NA,NA
RL,Pave,Lvl,FR2,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,HLS,Inside,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,HLS,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,Grvl,NA,NA
RL,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,COD,Abnorml,NA,NA,NA
RM,Pave,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,NA,ConLD,Abnorml,NA,MnPrv,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,ConLw,Normal,NA,NA,NA
