MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,SaleType,SaleCondition,Alley,Fence,MiscFeature
RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,N/A,GdWo,Shed
RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Attchd,WD,Family,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasW,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,N/A,WD,Alloca,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Detchd,WD,Abnorml,Grvl,GdPrv,N/A
RL,Pave,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,BuiltIn,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Stone,GasW,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,Slab,Wall,Detchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N/A,WD,Normal,Grvl,N/A,N/A
RL,Pave,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Attchd,WD,Abnorml,N/A,GdPrv,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,Shed
RM,Pave,Lvl,FR2,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,N/A,N/A,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,Con,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,Shed
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,Shed
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,BuiltIn,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,COD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Detchd,WD,Abnorml,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,COD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RM,Pave,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,N/A
RH,Pave,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Slab,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,N/A,WD,Normal,Grvl,N/A,N/A
RL,Pave,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,WD,Normal,N/A,N/A,Shed
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,Shed
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Abnorml,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,BuiltIn,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkTil,GasA,Detchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,HLS,Inside,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,Shed
RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,BuiltIn,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Family,N/A,GdWo,N/A
RL,Pave,Lvl,FR2,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,GdWo,N/A
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,None,PConc,GasA,Detchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
RM,Pave,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,ConLD,Normal,N/A,N/A,N/A
C (all),Grvl,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Basment,WD,Alloca,N/A,N/A,Shed
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,COD,Normal,N/A,N/A,Shed
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasW,Detchd,WD,Normal,Grvl,N/A,N/A
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Bnk,Inside,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Family,N/A,N/A,N/A
RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Detchd,WD,Normal,N/A,GdWo,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N/A,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Low,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,None,PConc,GasA,Attchd,WD,Abnorml,N/A,N/A,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,WD,Normal,Pave,N/A,N/A
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,GdWo,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Detchd,COD,Normal,Pave,GdWo,N/A
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RH,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,WD,Normal,Grvl,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Corner,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,N/A,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,Grvl,N/A,N/A
RL,Pave,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Basment,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Bnk,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RM,Pave,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Attchd,WD,Abnorml,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Family,N/A,MnPrv,N/A
RL,Pave,Lvl,Corner,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,None,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,PConc,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,CBlock,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Detchd,WD,Normal,N/A,MnPrv,N/A
RL,Pave,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,N/A,N/A,N/A
RL,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,N/A,N/A,Shed
RL,Pave,Lvl,Corner,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,GdPrv,N/A
RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,N/A,N/A,N/A
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Stone,GasA,Attchd,WD,Normal,N/A,GdWo,N/A
